id,content,doi,patent_link,title,journal,document_type,pubmed_id,year,month,day,volume,issue,first_page,last_page
185,"Zhang, Z., Li, Y., Yang, J., Li, J., Lin, X., Liu, T., Yang, S., Lin, J., Xue, S., Yu, J., et al. (2024). Dual-site molecular glues for enhancing protein-protein interactions of the CDK12-DDB1 complex. Nature Communications, 15(1), 6477.",10.1038/s41467-024-50642-0,,Dual-site molecular glues for enhancing protein-protein interactions of the CDK12-DDB1 complex.,Nature Communications,Scientific Literature,39090085,2024,8,1,15,1,6477,
186,"Wei, Y., Xu, X., Jiang, M., Wang, Y., Zhou, Y., Wang, Z., Zhang, Z., Zhou, F., & Ding, K. (2023). Discovery of new Lenalidomide derivatives as potent and selective GSPT1 degraders. European Journal of Medicinal Chemistry, 258, 115580.",10.1016/j.ejmech.2023.115580,,Discovery of new Lenalidomide derivatives as potent and selective GSPT1 degraders.,European Journal of Medicinal Chemistry,Scientific Literature,37418973,2023,10,5,258,,115580,
187,"Zhang, S., Nie, S., Ma, G., Shen, M., Kong, L., Zuo, Z., & Li, Y. (2024). Identification of novel GSPT1 degraders by virtual screening and bioassay. European Journal of Medicinal Chemistry, 273, 116524.",10.1016/j.ejmech.2024.116524,,Identification of novel GSPT1 degraders by virtual screening and bioassay.,European Journal of Medicinal Chemistry,Scientific Literature,38795517,2024,7,5,273,,116524,
188,"Wang, J., Heinz, M., Han, K., Shah, V. J., Hasselbeck, S., Schwalm, M. P., Rathore, R., Hummer, G., Zhou, J., Dikic, I., & Cheng, X. (2024). Thalidomide derivatives degrade BCL-2 by reprogramming the binding surface of CRBN. Cell Reports Physical Science, 5(5), 101960.",10.1016/j.xcrp.2024.101960,,Thalidomide derivatives degrade BCL-2 by reprogramming the binding surface of CRBN.,Cell Reports Physical Science,Scientific Literature,,2024,5,15,5,5,101960,
189,"Park, S. M., Miyamoto, D. K., Han, G. Y. Q., Chan, M., Curnutt, N. M., Tran, N. L., Velleca, A., Kim, J. H., Schurer, A., Chang, K., et al. (2023). Dual IKZF2 and CK1α degrader targets acute myeloid leukemia cells. Cancer Cell, 41(4), 726–739.e11.",10.1016/j.ccell.2023.02.010,,Dual IKZF2 and CK1α degrader targets acute myeloid leukemia cells.,Cancer Cell,Scientific Literature,36898380,2023,4,10,41,4,726,739
190,"Shen, H., Xu, H., Jin, W., Wu, T., Hu, J., Zhang, C., Zhong, Z., Li, J., Mao, R., Zhang, S., et al. (2025). Discovery of a potent and selective GSPT1 molecular glue degrader for the treatment of castration-resistant prostate cancer. Journal of Medicinal Chemistry, 68(2), 1553–1571.",10.1021/acs.jmedchem.4c02205,,Discovery of a potent and selective GSPT1 molecular glue degrader for the treatment of castration-resistant prostate cancer.,Journal of Medicinal Chemistry,Scientific Literature,39746330,2025,1,23,68,2,1553,1571
191,"Lewis, T. A., Ellermann, M., Kopitz, C., Lange, M., de Waal, L., Wu, X., Tersteegen, A., Denner, K., Lienau, P., Kaulfuss, S., et al. (2024). Discovery of BAY 2666605, a molecular glue for PDE3A and SLFN12. ACS Medicinal Chemistry Letters, 15(10), 1662–1667.",10.1021/acsmedchemlett.4c00336,,"Discovery of BAY 2666605, a molecular glue for PDE3A and SLFN12.",ACS Medicinal Chemistry Letters,Scientific Literature,39411532,2024,9,10,15,10,1662,1667
192,"Krumm, B. E., DiBerto, J. F., Olsen, R. H. J., Kang, H. J., Slocum, S. T., Zhang, S., Strachan, R. T., Huang, X. P., Slosky, L. M., Pinkerton, A. B., et al. (2023). Neurotensin receptor allosterism revealed in complex with a biased allosteric modulator. Biochemistry, 62(7), 1233–1248.",10.1021/acs.biochem.3c00029,,Neurotensin receptor allosterism revealed in complex with a biased allosteric modulator.,Biochemistry,Scientific Literature,36917754,2023,4,4,62,7,1233,1248
193,"Moore, M. N., Person, K. L., Alwin, A., Krusemark, C., Foster, N., Ray, C., Inoue, A., Jackson, M. R., Sheedlo, M. J., Barak, L. S., et al. (2024). Design of allosteric modulators that change GPCR G protein subtype selectivity. bioRxiv.",10.1101/2024.11.20.624209,,Design of allosteric modulators that change GPCR G protein subtype selectivity.,bioRxiv,preprint,,,,,,,,
194,"Yu, N., Lee, J. E., Park, S., Yun, S. K., Ryu, D. H., Kim, J. A., Kim, J. H., & Hwang, J. Y. (2025). Design and evaluation of anaplastic lymphoma kinase degraders using a covalent fumarate handle. Bioorganic & Medicinal Chemistry Letters, 117, 130075.",10.1016/j.bmcl.2024.130075,,Design and evaluation of anaplastic lymphoma kinase degraders using a covalent fumarate handle.,Bioorganic & Medicinal Chemistry Letters,Scientific Literature,39681169,2025,3,1,117,,130075,
195,"Deutscher, R. C. E., Meyners, C., Repity, M. L., Sugiarto, W. O., Kolos, J. M., Maciel, E. V. S., Heymann, T., Geiger, T. M., Knapp, S., Lermyte, F., & Hausch, F. (2025). Discovery of fully synthetic FKBP12-mTOR molecular glues. Chemical Science, 16(10), 4256–4263.",10.1039/d4sc06917j,,Discovery of fully synthetic FKBP12-mTOR molecular glues.,Chemical Science,Scientific Literature,39916884,2025,1,13,16,10,4256,4263
196,"Miyamoto, D. K., Curnutt, N. M., Park, S. M., Stavropoulos, A., Kharas, M. G., & Woo, C. M. (2023). Design and development of IKZF2 and CK1α dual degraders. Journal of Medicinal Chemistry, 66(24), 16953–16979.",10.1021/acs.jmedchem.3c01736,,Design and development of IKZF2 and CK1α dual degraders.,Journal of Medicinal Chemistry,Scientific Literature,38085607,2023,12,12,66,24,16953,16979
197,"Hennes, E., Lucas, B., Scholes, N. S., Cheng, X. F., Scott, D. C., Bischoff, M., Reich, K., Gasper, R., Lucas, M., Xu, T. T., et al. (2025). Identification of a monovalent pseudo-natural product degrader class supercharging degradation of IDO1 by its native E3 KLHDC3. bioRxiv.",10.1101/2024.07.10.602857,,Identification of a monovalent pseudo-natural product degrader class supercharging degradation of IDO1 by its native E3 KLHDC3.,bioRxiv,preprint,,2025,1,17,,,,
198,"Steinebach, C., Bricelj, A., Murgai, A., Sosič, I., Bischof, L., Ng, Y. L. D., Heim, C., Maiwald, S., Proj, M., Voget, R., et al. (2023). Leveraging ligand affinity and properties: discovery of novel benzamide-type cereblon binders for the design of PROTACs. Journal of Medicinal Chemistry, 66(21), 14513–14543.",10.1021/acs.jmedchem.3c00851,,Leveraging ligand affinity and properties: discovery of novel benzamide-type cereblon binders for the design of PROTACs.,Journal of Medicinal Chemistry,Scientific Literature,37902300,2023,11,9,66,21,14513,14543
199,"Zhang, X., Deng, Q., Dhruv, H., Tudor, M., Nagilla, R., Jolivette, L. J., Rice, C. T., Orth, P., Behshad, E., Strickland, C. O., et al. (2025). Overcoming CK1α liability in the discovery of a series of isoIndolinone Glutarimides as selective IKZF2 molecular glue degraders. Bioorganic & Medicinal Chemistry Letters, 124, 130263.",10.1016/j.bmcl.2025.130263,,Overcoming CK1α liability in the discovery of a series of isoIndolinone Glutarimides as selective IKZF2 molecular glue degraders.,Bioorganic & Medicinal Chemistry Letters,Scientific Literature,40334997,2025,8,15,124,,130263,
200,"Robineau, S., Chabre, M., & Antonny, B. (2000). Binding site of brefeldin A at the interface between the small G protein ADP-ribosylation factor 1 (ARF1) and the nucleotide-exchange factor Sec7 domain. Proceedings of the National Academy of Sciences of the United States of America, 97(18), 9913–9918.",10.1073/pnas.170290597,,Binding site of brefeldin A at the interface between the small G protein ADP-ribosylation factor 1 (ARF1) and the nucleotide-exchange factor Sec7 domain.,Proceedings of the National Academy of Sciences of the United States of America,Scientific Literature,10954741,2000,8,29,97,18,9913,9918
201,"Jermusek, F. A., Jr, & Webb, L. J. (2024). Electrostatic impact of brefeldin A on thiocyanate probes surrounding the interface of Arf1-BFA-ARNO4M, a protein-drug-protein complex. Biochemistry, 63(1), 27–41.",10.1021/acs.biochem.3c00366,,"Electrostatic impact of brefeldin A on thiocyanate probes surrounding the interface of Arf1-BFA-ARNO4M, a protein-drug-protein complex.",Biochemistry,Scientific Literature,38078826,2024,1,2,63,1,27,41
202,"Zhang, Z. X., Li, S. Y., Li, F. F., Shi, Q. Y., Tan, C. Y., Wang, X. J., Li, M., Liu, Y. B., Jin, J., Li, Y., & Yu, S. S. (2025). Meisoindigo acts as a molecular glue to target PKMYT1 for degradation in chronic myeloid leukemia therapy. Advanced Science, 12(21), e2413676.",10.1002/advs.202413676,,Meisoindigo acts as a molecular glue to target PKMYT1 for degradation in chronic myeloid leukemia therapy.,Advanced Science,Scientific Literature,40279509,2025,6,12,12,21,e2413676,
203,"Moison, C., Mendoza-Sanchez, R., Gracias, D., Schuetz, D. A., Spinella, J. F., Girard, S., Thavonekham, B., Chagraoui, J., Durand, A., Fortier, S., et al. (2025). DDB1 engagement defines the selectivity of S656 analogs for cyclin K degradation over CDK inhibition. EMBO Reports, 26(11), 2836–2854.",10.1038/s44319-025-00448-y,,DDB1 engagement defines the selectivity of S656 analogs for cyclin K degradation over CDK inhibition.,EMBO Reports,Scientific Literature,40295725,2025,4,28,26,11,2836,2854
204,"Ding, B., Hu, J., Zhang, R., Shou, B., Chen, M., Jiang, L., Yuan, M., Yang, B., He, Q., Cao, J., & Zhu, C. L. (2025). Solid-phase parallel synthesis of photocleavable bifunctional molecules enables efficient phenotypic protein degrader discovery. Angewandte Chemie International Edition, e202424118.",10.1002/anie.202424118,,Solid-phase parallel synthesis of photocleavable bifunctional molecules enables efficient phenotypic protein degrader discovery.,Angewandte Chemie International Edition,Scientific Literature,40432221,2025,5,27,,,e202424118,
205,"Park, S., Takwale, A. D., Lee, J. E., Yu, N., Kim, Y. H., Lee, J. Y., Cho, Y. H., Cho, J. H., Moon, J. H., Lee, G., et al. (2025). Discovery of a novel molecular glue degrader targeting GSPT1/2 with a non-IMiD-based CRBN binder. European Journal of Medicinal Chemistry, 291, 117642.",10.1016/j.ejmech.2025.117642,,Discovery of a novel molecular glue degrader targeting GSPT1/2 with a non-IMiD-based CRBN binder.,European Journal of Medicinal Chemistry,Scientific Literature,40252382,2025,7,5,291,,117642,
206,"Wang, L., Cai, X., Kong, Y., Wu, Q., Hu, W., & Wang, Y. (2025). Evaluation of anti-leukemic activity and underlying mechanisms of the novel GSPT1 degrader AB138 in acute myeloid leukemia. Investigational New Drugs.",10.1007/s10637-025-01541-8,,Evaluation of anti-leukemic activity and underlying mechanisms of the novel GSPT1 degrader AB138 in acute myeloid leukemia.,Investigational New Drugs,Scientific Literature,40366532,2025,5,14,,,,
207,"Chen, Z., Dhruv, H., Zhang, X., Rej, R. K., Bai, L., McEachern, D., Kirchhoff, P., Nagilla, R., Jolivette, L. J., Rice, C. T., et al. (2025). Development of PVTX-405 as a potent and highly selective molecular glue degrader of IKZF2 for cancer immunotherapy. Nature Communications, 16(1), 4095.",10.1038/s41467-025-58431-z,,Development of PVTX-405 as a potent and highly selective molecular glue degrader of IKZF2 for cancer immunotherapy.,Nature Communications,Scientific Literature,40312344,2025,5,1,16,1,4095,
208,"Liu, S., Tong, B., Mason, J. W., Ostrem, J. M., Tutter, A., Hua, B. K., Tang, S. A., Bonazzi, S., Briner, K., Berst, F., et al. (2023). Rational screening for cooperativity in small-molecule inducers of protein-protein associations. Journal of the American Chemical Society, 145(42), 23281–23291.",10.1021/jacs.3c08307,,Rational screening for cooperativity in small-molecule inducers of protein-protein associations.,Journal of the American Chemical Society,Scientific Literature,37816014,2023,10,25,145,42,23281,23291
209,"Jermusek, F. A., Jr, & Webb, L. J. (2024). Determining the electrostatic contributions of GTPase-GEF complexes on interfacial drug binding specificity: a case study of a protein-drug-protein complex. Biochemistry, 63(24), 3220–3235.",10.1021/acs.biochem.4c00313,,Determining the electrostatic contributions of GTPase-GEF complexes on interfacial drug binding specificity: a case study of a protein-drug-protein complex.,Biochemistry,Scientific Literature,39589755,2024,12,17,63,24,3220,3235
210,"Bushman, J. W., Deng, W., Samarasinghe, K. T. G., Liu, H.-Y., Li, S., Vaish, A., Golkar, A., Ou, S.-C., Ahn, J., Harijan, R. K., et al. (2025). Discovery of a VHL molecular glue degrader of GEMIN3 by Picowell RNA-seq. bioRxiv.",10.1101/2025.03.19.644003,,Discovery of a VHL molecular glue degrader of GEMIN3 by Picowell RNA-seq.,bioRxiv,preprint,,2025,3,19,,,,
211,"Luengo, J. I., Yamashita, D. S., Dunnington, D., Beck, A. K., Rozamus, L. W., Yen, H. K., Bossard, M. J., Levy, M. A., Hand, A., & Newman-Tarr, T. (1995). Structure-activity studies of rapamycin analogs: evidence that the C-7 methoxy group is part of the effector domain and positioned at the FKBP12-FRAP interface. Chemistry & Biology, 2(7), 471–481.",10.1016/1074-5521(95)90264-3,,Structure-activity studies of rapamycin analogs: evidence that the C-7 methoxy group is part of the effector domain and positioned at the FKBP12-FRAP interface.,Chemistry & Biology,Scientific Literature,9383449,1995,7,,2,7,471,481
212,"Dickman, D. A., Ding, H., Li, Q., Nilius, A. M., Balli, D. J., Ballaron, S. J., Trevillyan, J. M., Smith, M. L., Seif, L. S., Kim, K., et al. (2000). Antifungal rapamycin analogues with reduced immunosuppressive activity. Bioorganic & Medicinal Chemistry Letters, 10(13), 1405–1408.",10.1016/s0960-894x(00)00184-0,,Antifungal rapamycin analogues with reduced immunosuppressive activity.,Bioorganic & Medicinal Chemistry Letters,Scientific Literature,10888319,2000,7,3,10,13,1405,1408
213,"Lee, S. B., Yu, J., Kim, H., Kim, K. W., Jeong, J. W., Kim, Y. L., Park, S. J., Koo, T. S., Lee, C., Hong, K. B., & Choi, S. (2023). Novel strategy To inhibit transthyretin amyloidosis via the synergetic effect of chemoselective acylation and noncovalent inhibitor release. Journal of Medicinal Chemistry, 66(4), 2893–2903.",10.1021/acs.jmedchem.2c01926,,Novel strategy To inhibit transthyretin amyloidosis via the synergetic effect of chemoselective acylation and noncovalent inhibitor release.,Journal of Medicinal Chemistry,Scientific Literature,36749109,2023,2,23,66,4,2893,2903
214,"Garrett, S. C., Hodgson, L., Rybin, A., Toutchkine, A., Hahn, K. M., Lawrence, D. S., & Bresnick, A. R. (2008). A biosensor of S100A4 metastasis factor activation: inhibitor screening and cellular activation dynamics. Biochemistry, 47(3), 986–996.",10.1021/bi7021624,,A biosensor of S100A4 metastasis factor activation: inhibitor screening and cellular activation dynamics.,Biochemistry,Scientific Literature,18154362,2008,1,22,986,996,,
215,"Hohmann, U., Santiago, J., Nicolet, J., Olsson, V., Spiga, F. M., Hothorn, L. A., Butenko, M. A., & Hothorn, M. (2018). Mechanistic basis for the activation of plant membrane receptor kinases by SERK-family coreceptors. Proceedings of the National Academy of Sciences of the United States of America, 115(13), 3488–3493.",10.1073/pnas.1714972115,,Mechanistic basis for the activation of plant membrane receptor kinases by SERK-family coreceptors.,Proceedings of the National Academy of Sciences of the United States of America,Scientific Literature,29531026,2018,3,27,115,13,3488,3493
216,"Garvie, C. W., Wu, X., Papanastasiou, M., Lee, S., Fuller, J., Schnitzler, G. R., Horner, S. W., Baker, A., Zhang, T., Mullahoo, J. P., et al. (2021). Structure of PDE3A-SLFN12 complex reveals requirements for activation of SLFN12 RNase. Nature Communications, 12(1), 4375.",10.1038/s41467-021-24495-w,,Structure of PDE3A-SLFN12 complex reveals requirements for activation of SLFN12 RNase.,Nature Communications,Scientific Literature,34272366,2021,7,16,12,1,4375,
231,"Bellail, A. C., Jin, H. R., Lo, H. Y., Jung, S. H., Hamdouchi, C., Kim, D., Higgins, R. K., Blanck, M., le Sage, C., Cross, B. C. S., et al. (2021). Ubiquitination and degradation of SUMO1 by small-molecule degraders extends survival of mice with patient-derived tumors. Science Translational Medicine, 13(615), eabh1486.",10.1126/scitranslmed.abh1486,,Ubiquitination and degradation of SUMO1 by small-molecule degraders extends survival of mice with patient-derived tumors.,Science Translational Medicine,Scientific Literature,34644148,2021,10,13,13,615,eabh1486,
232,"Zhang, Y., Liu, W., Tong, C., Wang, X., Chang, X., Qu, F., Zhang, Z., Fan, Z., Zhao, M., Tang, C., et al. (2025). Design and discovery of preclinical candidate LYG-409 as a highly potent and selective GSPT1 molecular glue degraders. Journal of Medicinal Chemistry, 68(3), 2608–2638.",10.1021/acs.jmedchem.4c01787,,Design and discovery of preclinical candidate LYG-409 as a highly potent and selective GSPT1 molecular glue degraders.,Journal of Medicinal Chemistry,Scientific Literature,39854008,2025,2,13,68,3,2608,2638
233,"Lier, S., Sellmer, A., Orben, F., Heinzlmeir, S., Krauß, L., Schneeweis, C., Hassan, Z., Schneider, C., Patricia Gloria Schäfer, A., Pongratz, H., et al. (2022). A novel Cereblon E3 ligase modulator with antitumor activity in gastrointestinal cancer. Bioorganic Chemistry, 119, 105505.",10.1016/j.bioorg.2021.105505,,A novel Cereblon E3 ligase modulator with antitumor activity in gastrointestinal cancer.,Bioorganic Chemistry,Scientific Literature,34838332,2022,2,,119,,105505,
234,"Chen, L., Huang, L., Wen, W., Zeng, P., Wu, Y., Han, Q., Chen, X., Guo, Z., Yu, H., Lu, W., & Jiang, B. (2025). Selective and potent molecular glue degraders for NIMA-Related kinase 7. Angewandte Chemie International Edition, 64(12), e202500169.",10.1002/anie.202500169,,Selective and potent molecular glue degraders for NIMA-Related kinase 7.,Angewandte Chemie International Edition,Scientific Literature,39927695,2025,3,17,64,12,e202500169,
235,"Jochem, M., Schrempf, A., Wagner, L. M., Segal, D., Cisneros, J., Ng, A., Winter, G. E., & Krijgsveld, J. (2025). Degradome analysis to identify direct protein substrates of small-molecule degraders. Cell Chemical Biology, 32(1), 192–200.e6.",10.1016/j.chembiol.2024.10.007,,Degradome analysis to identify direct protein substrates of small-molecule degraders.,Cell Chemical Biology,Scientific Literature,39536762,2025,1,16,32,1,192,200.e6
236,"Tracy, W. F., Davies, G. H. M., Jia, L., Evans, E. D., Sun, Z., Buenviaje, J., Khambatta, G., Yu, S., Shi, L., Shanmugasundaram, V., et al. (2024). Asymmetric dirhodium-catalyzed modification of immunomodulatory imide drugs and their biological assessment. ACS Medicinal Chemistry Letters, 15(9), 1575–1583.",10.1021/acsmedchemlett.4c00297,,Asymmetric dirhodium-catalyzed modification of immunomodulatory imide drugs and their biological assessment.,ACS Medicinal Chemistry Letters,Scientific Literature,39291008,2024,8,23,15,9,1575,1583
237,"Yang, Z., Sun, Y., Ni, Z., Yang, C., Tong, Y., Liu, Y., Li, H., & Rao, Y. (2021). Merging PROTAC and molecular glue for degrading BTK and GSPT1 proteins concurrently. Cell Research, 31(12), 1315–1318.",10.1038/s41422-021-00533-6,,Merging PROTAC and molecular glue for degrading BTK and GSPT1 proteins concurrently.,Cell Research,Scientific Literature,34417569,2021,8,20,31,12,1315,1318
238,"Zou, J., Jones, R. J., Wang, H., Kuiatse, I., Shirazi, F., Manasanch, E. E., Lee, H. C., Sullivan, R., Fung, L., Richard, N., et al. (2020). The novel protein homeostatic modulator BTX306 is active in myeloma and overcomes bortezomib and lenalidomide resistance. Journal of Molecular Medicine, 98(8), 1161–1173.",10.1007/s00109-020-01943-6,,The novel protein homeostatic modulator BTX306 is active in myeloma and overcomes bortezomib and lenalidomide resistance.,Journal of Molecular Medicine,Scientific Literature,32632752,2020,7,6,98,8,1161,1173
239,"Chen, D., Lin, S., Zeng, Z., An, J., Yan, W., Gu, Z., Chen, L., & He, B. (2024). Serendipitous discovery of Class I HDAC inhibitors from rational design of molecular glue degraders targeting HDAC. European Journal of Medicinal Chemistry, 263, 115926.",10.1016/j.ejmech.2023.115926,,Serendipitous discovery of Class I HDAC inhibitors from rational design of molecular glue degraders targeting HDAC.,European Journal of Medicinal Chemistry,Scientific Literature,37995564,2024,1,5,263,,115926,
240,"Yamanaka, S., Furihata, H., Yanagihara, Y., Taya, A., Nagasaka, T., Usui, M., Nagaoka, K., Shoya, Y., Nishino, K., Yoshida, S., et al. (2023). Lenalidomide derivatives and proteolysis-targeting chimeras for controlling neosubstrate degradation. Nature Communications, 14(1), 4683.",10.1038/s41467-023-40385-9,,Lenalidomide derivatives and proteolysis-targeting chimeras for controlling neosubstrate degradation.,Nature Communications,Scientific Literature,37596276,2023,8,18,14,1,4683,
241,"Sano, O., Ito, M., Saito, M., Toita, A., Tanaka, T., Maezaki, H., Araki, S., & Iwata, H. (2023). Novel quinazolin-4(3H)-one based Cyclin K degraders regulate alternative polyadenylation activity. Biochemical and Biophysical Research Communications, 676, 6–12.",10.1016/j.bbrc.2023.07.028,,Novel quinazolin-4(3H)-one based Cyclin K degraders regulate alternative polyadenylation activity.,Biochemical and Biophysical Research Communications,Scientific Literature,37480690,2023,10,8,676,,6,12
