id,name,type,molecular_formula,description,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,logp,ring_count,rotatable_bond_count,topological_polar_surface_area,canonical_smiles,inchi,inchi_key,iupac_name,exact_mass_source,h_bond_acceptor_count_source,h_bond_donor_count_source,heavy_atom_count_source,logp_source,ring_count_source,rotatable_bond_count_source,topological_polar_surface_area_source,ref_id,pubchem_id,chembl_id,covalent_type
11,Trifluoperazine,homodimerization,C21H24F3N3S,"Trifluoperazine (TFP) is a phenothiazine derivative that binds the hydrophobic cleft of Ca²⁺-S100A4, inducing pentameric oligomerization. Structural studies reveal two TFP molecules bind per S100A4 subunit without major protein conformational changes. TFP-mediated oligomerization disrupts S100A4's interaction with myosin-IIA, inhibiting its depolymerization activity. NMR and crystallography confirm binding occurs in solution. Inhibition correlates with oligomer formation, demonstrating a molecular glue mechanism where TFP bridges S100A4 dimers into higher-order assemblies.",407.1643034,4,0,28,4.9456,4,4,9.72,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",ZEWQUBUPAILYHI-UHFFFAOYSA-N,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,27,5566,CHEMBL422,non-covalent
12,Inositol tetraphosphate,heterodimerization-nondegrader,C6H16O18P4,"Inositol tetraphosphate (Ins(1,4,5,6)P₄) acts as an essential intermolecular glue in the HDAC3-SMRT-DAD complex, bridging the interface between the proteins. It binds in a highly basic pocket, forming hydrogen bonds and salt bridges with both HDAC3 and SMRT-DAD. Its presence neutralizes charge repulsion, enabling complex assembly and HDAC3 activation. The specificity for Ins(1,4,5,6)P₄ suggests a regulatory role in HDAC3 recruitment, with implications for transcriptional control and potential therapeutic targeting.",499.9287102,10,10,28,-3.3666,1,8,307.5,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,"InChI=1S/C6H16O18P4/c7-1-2(8)4(22-26(12,13)14)6(24-28(18,19)20)5(23-27(15,16)17)3(1)21-25(9,10)11/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/t1-,2+,3-,4-,5+,6+/m1/s1",MRVYFOANPDTYBY-YORTWTKJSA-N,"[(1R,2R,3S,4R,5S,6S)-2,3-dihydroxy-4,5,6-triphosphonooxycyclohexyl] dihydrogen phosphate",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,28,443266,CHEMBL282059,non-covalent
13,Phenylurea,heterodimerization-nondegrader,C7H8N2O,"Phenylurea (PHU) is a weak modulator of small-conductance Ca2+-activated potassium (SK) channels, binding at the calmodulin (CaM)-channel interface of the CaM N-lobe. X-ray crystallography reveals its interaction with residues from both CaM and the channel's CaM-binding domain (CaMBD). PHU's urea group exhibits flip-flop conformational flexibility within the binding pocket. Structurally, it resembles more potent SK/IK channel modulators like 1-EBIO, suggesting it represents a primitive scaffold for this compound class.",136.0636629,1,2,10,1.1772,1,1,55.12,C1=CC=C(C=C1)NC(=O)N,"InChI=1S/C7H8N2O/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",LUBJCRLGQSPQNN-UHFFFAOYSA-N,phenylurea,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,29,6145,CHEMBL168445,non-covalent
14,1-EBIO,heterodimerization-nondegrader,C9H10N2O,"1-Ethyl-2-benzimidazolinone (1-EBIO) is a prototype small-molecule potentiator of SK/IK channels, though it suffers from low potency (sub-millimolar EC50) and limited selectivity. It shares structural similarities with phenylurea, binding at the CaM-channel interface. 1-EBIO reduces neuronal excitability and demonstrates neuroprotective effects in seizure and cerebral ischemia models. Its mechanism involves enhancing channel activity via CaM-dependent pathways, but its clinical utility is hindered by poor pharmacokinetic properties.",162.0793129,2,1,12,1.3495,2,1,37.79,CCN1C2=CC=CC=C2NC1=O,"InChI=1S/C9H10N2O/c1-2-11-8-6-4-3-5-7(8)10-9(11)12/h3-6H,2H2,1H3,(H,10,12)",CXUCKELNYMZTRT-UHFFFAOYSA-N,3-ethyl-1H-benzimidazol-2-one,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,29,82320,CHEMBL452887,non-covalent
15,NS309,heterodimerization-nondegrader,C8H4Cl2N2O2,"NS309 is a potent small-molecule modulator of SK/IK channels, acting as a molecular glue to stabilize the intrinsically disordered fragment (IDF) connecting S6 and the CaM-binding domain. It induces a structured conformation in the IDF, enhancing channel open probability at fixed Ca²⁺ concentrations. NS309's binding to the CaM–CaMBD complex facilitates coupling between Ca²⁺ sensing and mechanical channel gating, making it a key tool for studying SK channel activation and a template for drug development targeting disordered protein regions. [Empty line]",229.9649827,3,2,14,0.2402,2,1,61.69,C1=CC(=C(C2=NC(=O)C(=C21)NO)Cl)Cl,"InChI=1S/C8H4Cl2N2O2/c9-4-2-1-3-6(5(4)10)11-8(13)7(3)12-14/h1-2,14H,(H,11,12,13)",CVOUSAVHMDXCKG-UHFFFAOYSA-N,"6,7-dichloro-3-(hydroxyamino)indol-2-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,30,11637204,CHEMBL499968,non-covalent
16,Brassinolide,heterodimerization-nondegrader,C28H48O6,"Brassinolide is a plant steroid hormone that binds to the leucine-rich repeat (LRR) domain of the receptor kinase BRI1, initiating brassinosteroid signaling. It induces conformational changes in BRI1, including ordering of the island domain, which facilitates heteromerization with somatic embryogenesis receptor kinases (SERKs). This ligand-dependent interaction activates downstream signaling through transphosphorylation of kinase domains. Brassinolide's binding is critical for plant growth and development, and its mechanism underpins the targeting of BRI1 antagonists.",480.3450893,6,4,34,3.39,4,5,107.22,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,"InChI=1S/C28H48O6/c1-14(2)15(3)24(31)25(32)16(4)18-7-8-19-17-13-34-26(33)21-11-22(29)23(30)12-28(21,6)20(17)9-10-27(18,19)5/h14-25,29-32H,7-13H2,1-6H3/t15-,16-,17-,18+,19-,20-,21+,22-,23+,24+,25+,27+,28+/m0/s1",IXVMHGVQKLDRKH-KNBKMWSGSA-N,"(1S,2R,4R,5S,7S,11S,12S,15R,16S)-15-[(2S,3R,4R,5S)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-4,5-dihydroxy-2,16-dimethyl-9-oxatetracyclo[9.7.0.02,7.012,16]octadecan-8-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"31,32",115196,,non-covalent
17,CC-0651,heterodimerization-nondegrader,C20H21Cl2NO6,"CC-0651 is a small-molecule inhibitor of the E2 ubiquitin-conjugating enzyme Cdc34A. It binds to a cryptic pocket on Cdc34A, distinct from the active site, and stabilizes the weak interaction between ubiquitin and the donor ubiquitin-binding site. Structural studies reveal CC-0651 forms a composite binding pocket with Cdc34A and ubiquitin, impeding catalysis without disrupting E2-E3 RING domain interactions. This molecular glue mechanism inhibits ubiquitin transfer and stabilizes the Cdc34A-ubiquitin thioester, demonstrating targeted disruption of UPS enzyme dynamics.",441.0745928,5,4,29,2.1405,1,9,116.09,COCC(=O)N[C@@H](CC1=CC=C(C=C1)C2=CC(=CC(=C2)Cl)Cl)[C@@H]([C@H](C(=O)O)O)O,"InChI=1S/C20H21Cl2NO6/c1-29-10-17(24)23-16(18(25)19(26)20(27)28)6-11-2-4-12(5-3-11)13-7-14(21)9-15(22)8-13/h2-5,7-9,16,18-19,25-26H,6,10H2,1H3,(H,23,24)(H,27,28)/t16-,18-,19+/m0/s1",NTCBTNCWNRCBGX-YTQUADARSA-N,"(2R,3S,4S)-5-[4-(3,5-dichlorophenyl)phenyl]-2,3-dihydroxy-4-[(2-methoxyacetyl)amino]pentanoic acid",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,33,53239927,CHEMBL1738913,non-covalent
18,BRD4(1) compound 2,homodimerization,C24H30ClN7O2,"Compound 2 is a bivalent BET inhibitor featuring a chlorotriazole motif in its triazolopyridazine (TPDZ) core, which mimics the methyltriazole of i-BET762. It induces BRD4(1) dimerization via simultaneous engagement of two acetyl-lysine binding sites, with pKd values of 7.2 (BRD4(1)) and 6.1 (BRD4(2)). Cellular assays show potent c-Myc downregulation and growth inhibition in BRD4-sensitive cell lines (pGI50 7.3 in MM.1S). X-ray crystallography confirms its unique in cis bivalent binding mode.",483.2149509,8,0,34,2.703,5,6,79.1,C[C@@H]1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5Cl)C=C4)C,"InChI=1S/C24H30ClN7O2/c1-17-23(33)29(2)13-14-30(17)15-16-34-20-5-3-18(4-6-20)19-9-11-31(12-10-19)22-8-7-21-26-27-24(25)32(21)28-22/h3-8,17,19H,9-16H2,1-2H3/t17-/m1/s1",IPCCFHHXDRGUOQ-QGZVFWFLSA-N,"(3R)-4-[2-[4-[1-(3-chloro-[1,2,4]triazolo[4,3-b]pyridazin-6-yl)piperidin-4-yl]phenoxy]ethyl]-1,3-dimethylpiperazin-2-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,34,122164589,CHEMBL4513991,non-covalent
19,BRD4(1) compound 6,homodimerization,C26H30N10O3,"Compound 6 (biBET) is a pseudosymmetrical bivalent probe with dual TPDZ motifs, replacing the piperazinone of earlier analogs. It exhibits exceptional potency (pKd 11 for tandem BRD4 domains) and slow dissociation kinetics. Cellular EC50 for BRD4-mediator complex disruption is 100 pM, making it the most potent BET probe reported. Its design validates simultaneous dual-domain targeting for enhanced pharmacological effects.",530.2502348,13,0,39,2.4784,6,9,120.33,CN(CCOC1=CC=C(C=C1)C2CCN(CC2)C3=NN4C(=NN=C4OC)C=C3)C5=NN6C(=NN=C6OC)C=C5,"InChI=1S/C26H30N10O3/c1-33(23-10-8-21-27-29-25(37-2)35(21)31-23)16-17-39-20-6-4-18(5-7-20)19-12-14-34(15-13-19)24-11-9-22-28-30-26(38-3)36(22)32-24/h4-11,19H,12-17H2,1-3H3",LQHDIGAYVSAVRJ-UHFFFAOYSA-N,"3-methoxy-N-[2-[4-[1-(3-methoxy-[1,2,4]triazolo[4,3-b]pyridazin-6-yl)piperidin-4-yl]phenoxy]ethyl]-N-methyl-[1,2,4]triazolo[4,3-b]pyridazin-6-amine",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,34,122164965,,non-covalent
20,S-Lenalidomide,heterodimerization-degrader,C13H13N3O3,"S-Lenalidomide is an immunomodulatory drug (IMiD) that binds CRBN, the substrate receptor of the CRL4CRBN E3 ubiquitin ligase. It induces degradation of CK1α by recruiting it to the ligase complex via a β-hairpin loop interaction. The compound's phthalimide ring forms critical contacts with CK1α and CRBN, enabling selective degradation. S-Lenalidomide exhibits higher affinity for CK1α than thalidomide or pomalidomide, explaining its clinical efficacy in del(5q) MDS. Its stereochemistry influences target specificity and binding efficiency.",259.0956913,4,2,19,0.0298,3,1,92.5,C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC=C3N,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)/t10-/m0/s1",GOTYRUGSSMKFNF-JTQLQIEISA-N,"(3S)-3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"35,36",12044976,,non-covalent
21,CC-885,heterodimerization-degrader,C22H21ClN4O4,"CC-885 is a cereblon modulator that induces CRL4CRBN-dependent ubiquitination and degradation of GSPT1, a translation termination factor. It exhibits potent anti-tumor activity, particularly in acute myeloid leukemia (AML) cells, with sub-nanomolar potency. Structural studies reveal that CC-885 binds cereblon and recruits GSPT1 via a surface turn containing a critical glycine residue. Unlike lenalidomide or pomalidomide, CC-885 uniquely targets GSPT1 without degrading Ikaros or CK1α, demonstrating its distinct substrate specificity. Its mechanism involves a common structural degron shared with other cereblon substrates.",440.1251328,4,3,31,2.73112,4,4,107.61,CC1=C(C=C(C=C1)NC(=O)NCC2=CC3=C(C=C2)C(=O)N(C3)[C@H]4CCC(=O)NC4=O)Cl,"InChI=1S/C22H21ClN4O4/c1-12-2-4-15(9-17(12)23)25-22(31)24-10-13-3-5-16-14(8-13)11-27(21(16)30)18-6-7-19(28)26-20(18)29/h2-5,8-9,18H,6-7,10-11H2,1H3,(H2,24,25,31)(H,26,28,29)/t18-/m0/s1",DOEVCIHTTTYVCC-SFHVURJKSA-N,"1-(3-chloro-4-methylphenyl)-3-[[2-[(3S)-2,6-dioxopiperidin-3-yl]-1-oxo-3H-isoindol-5-yl]methyl]urea",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"37,38",121225589,,non-covalent
54,BMS-8,homodimerization,C27H28BrNO3,"BMS-8 is a (2-methyl-3-biphenylyl)methanol-based small molecule that binds directly to PD-L1, as confirmed by NMR chemical shift perturbations. It stabilizes PD-L1 dimers, occluding the PD-1 interaction surface. With an IC50 in the nanomolar range, it effectively disrupts PD-1/PD-L1 complex formation. Structural studies reveal its binding induces conformational changes in PD-L1, blocking immune checkpoint signaling.",493.1252559,3,1,32,6.44262,4,7,49.77,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=C(C=C(C=C3)CN4CCCC[C@@H]4C(=O)O)Br,"InChI=1S/C27H28BrNO3/c1-19-22(10-7-11-23(19)21-8-3-2-4-9-21)18-32-26-14-13-20(16-24(26)28)17-29-15-6-5-12-25(29)27(30)31/h2-4,7-11,13-14,16,25H,5-6,12,15,17-18H2,1H3,(H,30,31)/t25-/m1/s1",QRXBPPWUGITQLE-RUZDIDTESA-N,(2R)-1-[[3-bromo-4-[(2-methyl-3-phenylphenyl)methoxy]phenyl]methyl]piperidine-2-carboxylic acid,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,39,118987246,,non-covalent
55,BMS-202,homodimerization,C25H29N3O3,"BMS-202 is a potent PD-L1 inhibitor from the (2-methyl-3-biphenylyl)methanol class, exhibiting sub-100 nM IC50 in disrupting PD-1/PD-L1 interactions. NMR data confirm direct binding to PD-L1, inducing dimerization and sterically hindering PD-1 engagement. Its mechanism involves occupying key hydrophobic pockets on PD-L1, validated by crystallographic studies.",419.2208918,5,2,31,3.87032,3,10,72.48,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=NC(=C(C=C3)CNCCNC(=O)C)OC,"InChI=1S/C25H29N3O3/c1-18-22(10-7-11-23(18)20-8-5-4-6-9-20)17-31-24-13-12-21(25(28-24)30-3)16-26-14-15-27-19(2)29/h4-13,26H,14-17H2,1-3H3,(H,27,29)",JEDPSOYOYVELLZ-UHFFFAOYSA-N,N-[2-[[2-methoxy-6-[(2-methyl-3-phenylphenyl)methoxy]pyridin-3-yl]methylamino]ethyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"39,40",117951478,CHEMBL4089730,non-covalent
56,JHRE06,homodimerization,C20H16Cl3N3O4,"JHRE06 is a 1,4-dihydroquinolin-4-one derivative functioning as a ​​molecular glue​​ that targets the REV1 C-terminal domain (CTD). It selectively binds a shallow, evolutionarily conserved surface on REV1 CTD (IC50= 0.78 μM), inducing ​​asymmetric dimerization​​ of REV1. This dimerization sterically occludes the REV7-binding interface, disrupting the REV1-REV7 protein-protein interaction (PPI) critical for mutagenic translesion synthesis (TLS) polymerase ζ recruitment. JHRE06 enhances cisplatin cytotoxicity in cancer cells (e.g., A375 melanoma, HT1080 fibrosarcoma) by ​​suppressing error-prone TLS​​, reducing mutation frequency at the HPRT locus by 50–70%. In vivo, it inhibits xenograft tumor growth and prolongs survival in combination with cisplatin, validating REV1-PPI inhibition as a chemoadjuvant strategy. Its unique mechanism leverages a dynamic protein interface, achieving high specificity despite the target’s initial featureless topology.",467.020639,5,2,30,6.3689,3,6,105.1,CC(C)CC(=O)C1=C(NC2=C(C=CC(=C2C1=O)[N+](=O)[O-])Cl)NC3=C(C=C(C=C3)Cl)Cl,"InChI=1S/C20H16Cl3N3O4/c1-9(2)7-15(27)17-19(28)16-14(26(29)30)6-4-11(22)18(16)25-20(17)24-13-5-3-10(21)8-12(13)23/h3-6,8-9H,7H2,1-2H3,(H2,24,25,28)",LRTXIQCBQIKIOH-UHFFFAOYSA-N,"8-chloro-2-(2,4-dichloroanilino)-3-(3-methylbutanoyl)-5-nitro-1H-quinolin-4-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,41,70691604,CHEMBL2012449,non-covalent
57,5-Benzyloxygramine,homodimerization,C18H20N2O,"This compound acts as an orthosteric stabilizer of non-native PPIs in MERS-CoV N-NTD dimers. It binds at a conserved hydrophobic cavity formed by the dimer interface, simultaneously interacting with both protein partners through hydrophobic contacts. X-ray crystallography and SAXS confirmed its role in stabilizing abnormal N-NTD oligomerization, leading to antiviral effects by disrupting viral nucleocapsid function. The compound demonstrates both protein-stabilizing and antiviral activities in cellular assays.",280.1575633,2,1,21,3.8085,3,5,28.26,CN(C)CC1=CNC2=C1C=C(C=C2)OCC3=CC=CC=C3,"InChI=1S/C18H20N2O/c1-20(2)12-15-11-19-18-9-8-16(10-17(15)18)21-13-14-6-4-3-5-7-14/h3-11,19H,12-13H2,1-2H3",POTVAILTNPOQJH-UHFFFAOYSA-N,"N,N-dimethyl-1-(5-phenylmethoxy-1H-indol-3-yl)methanamine",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,42,73814,CHEMBL4451818,non-covalent
58,Coumarin 1,homodimerization,C14H17NO2,"Coumarin 1 acts as a molecular glue stabilizing the dimeric interface of immunoglobulin light chains (LCs). It binds to conserved residues at the V-domain-V-domain interface, reducing conformational excursions that lead to proteolysis and amyloidogenesis. NMR studies confirm its binding mode, showing enhanced kinetic stability of LC dimers. This compound demonstrates dose-dependent protection against Proteinase K cleavage in fluorescence polarization assays.",231.1259288,3,0,17,2.94762,2,3,33.45,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,"InChI=1S/C14H17NO2/c1-4-15(5-2)11-6-7-12-10(3)8-14(16)17-13(12)9-11/h6-9H,4-5H2,1-3H3",AFYCEAFSNDLKSX-UHFFFAOYSA-N,7-(diethylamino)-4-methylchromen-2-one,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,43,7050,CHEMBL315348,non-covalent
59,WDB002,heterodimerization-nondegrader,C36H51NO7,"WDB002 is a natural product that functions as a molecular glue by forming a ternary complex with FKBP12 and the human centrosomal protein CEP250. It targets CEP250's featureless coiled-coil domain, a previously considered ""undruggable"" surface. Structural studies reveal extensive protein-WDB002 and protein-protein interactions distinct from FK506- or rapamycin-induced complexes. WDB002 reprograms FKBP12 to engage flat protein surfaces, demonstrating a novel targeting modality. It disrupts CEP250 function in cells and may exhibit antiviral activity against SARS-CoV-2 by interfering with CEP250-Nsp13 interactions.",609.366553,7,2,44,5.1603,4,4,113.37,CC[C@H](CC1=CC=CC=C1)[C@@H]2/C=C/C/C=C/C[C@H]([C@@H]([C@H]([C@@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)C)O)C,"InChI=1S/C36H51NO7/c1-5-28(23-27-16-10-8-11-17-27)31-19-12-7-6-9-15-24(2)32(38)26(4)30-21-20-25(3)36(42,44-30)33(39)34(40)37-22-14-13-18-29(37)35(41)43-31/h6,8-12,16-17,19,24-26,28-32,38,42H,5,7,13-15,18,20-23H2,1-4H3/b9-6+,19-12+/t24-,25-,26+,28-,29+,30+,31+,32+,36-/m1/s1",GXUHHYCGCXNPBU-YNPSNRGGSA-N,"(1R,9S,12R,13E,16E,19R,20S,21R,22S,25R)-1,20-dihydroxy-19,21,25-trimethyl-12-[(2R)-1-phenylbutan-2-yl]-11,26-dioxa-4-azatricyclo[20.3.1.04,9]hexacosa-13,16-diene-2,3,10-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,44,146025966,,non-covalent
60,E7820,heterodimerization-degrader,C17H12N4O2S,"E7820 is an aryl sulfonamide molecular glue that recruits RBM39 to the DCAF15 E3 ubiquitin ligase complex. It binds weakly to DCAF15 alone but synergistically stabilizes RBM39 binding through interactions with the α1 helix of RBM39's RRM2 domain. Structural studies reveal E7820 occupies a shallow pocket on DCAF15, enabling formation of a stable ternary complex that triggers RBM39 ubiquitination and proteasomal degradation. This mechanism underlies its anti-proliferative effects in cancer cells. ",336.0680966,4,2,24,3.02048,3,3,109.54,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=CC(=C3)C#N)C#N,"InChI=1S/C17H12N4O2S/c1-11-5-6-15(17-16(11)13(9-19)10-20-17)21-24(22,23)14-4-2-3-12(7-14)8-18/h2-7,10,20-21H,1H3",LWGUASZLXHYWIV-UHFFFAOYSA-N,3-cyano-N-(3-cyano-4-methyl-1H-indol-7-yl)benzenesulfonamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,45,196970,CHEMBL4297376,non-covalent
61,Tasisulam,heterodimerization-degrader,C11H6BrCl2NO3S2,"Tasisulam is an aryl-sulfonamide molecular glue degrader that recruits the E3 ubiquitin ligase CRL4^DCAF15 to induce proteasomal degradation of the splicing factor RBM39. It mediates ternary complex formation between DCAF15 and RBM39's RRM2 domain with a KDapp of 3.5 µM. Unlike E7820, tasisulam exhibits weaker direct binding to DCAF15 (Ki >50 µM) but effectively promotes RBM39 degradation at low nanomolar concentrations in cells, highlighting its role as a low-affinity molecular glue. ",412.8349525,4,1,20,3.9361,2,3,63.24,C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br,"InChI=1S/C11H6BrCl2NO3S2/c12-9-3-4-10(19-9)20(17,18)15-11(16)7-2-1-6(13)5-8(7)14/h1-5H,(H,15,16)",WWONFUQGBVOKOF-UHFFFAOYSA-N,"N-(5-bromothiophen-2-yl)sulfonyl-2,4-dichlorobenzamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,46,10160238,CHEMBL2110587,non-covalent
62,Indisulam,heterodimerization-degrader,C14H12ClN3O4S2,"Indisulam is a molecular-glue degrader that promotes the interaction between RBM39 and the DCAF15 E3 ligase, leading to RBM39 ubiquitination and proteasomal degradation. It binds between DCAF15 and RBM39(RRM2), coordinating additional protein-protein interactions. Structural studies reveal indisulam stabilizes a ternary complex, validating its role as a molecular glue. It exhibits potent anticancer activity by degrading RBM39, an essential splicing factor, with a KD of 109 nM for DCAF15–RBM39 binding.",384.9957755,4,3,24,2.2695,3,4,122.12,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,"InChI=1S/C14H12ClN3O4S2/c15-12-8-17-14-11(12)2-1-3-13(14)18-24(21,22)10-6-4-9(5-7-10)23(16,19)20/h1-8,17-18H,(H2,16,19,20)",SETFNECMODOHTO-UHFFFAOYSA-N,"4-N-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"46,47,48",216468,CHEMBL77517,non-covalent
63,CR-8,heterodimerization-degrader,C24H29N7O,"CR-8 is a molecular glue degrader that binds CDK12's ATP pocket, exposing a phenylpyridine moiety to recruit DDB1. It induces a nanomolar-affinity ternary complex (EC50 = 16 nM) by engaging DDB1's Arg928 via π–cation interactions, triggering cyclin K ubiquitination. The compound exhibits dual CDK inhibition and selective cyclin K degradation, with structural studies revealing a 2,100 Å² DDB1–CDK12 interface.",431.2433585,8,3,32,4.2641,4,9,100.78,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=C(C=C3)C4=CC=CC=N4,"InChI=1S/C24H29N7O/c1-4-19(14-32)28-24-29-22(21-23(30-24)31(15-27-21)16(2)3)26-13-17-8-10-18(11-9-17)20-7-5-6-12-25-20/h5-12,15-16,19,32H,4,13-14H2,1-3H3,(H2,26,28,29,30)/t19-/m1/s1",HOCBJBNQIQQQGT-LJQANCHMSA-N,(2R)-2-[[9-propan-2-yl-6-[(4-pyridin-2-ylphenyl)methylamino]purin-2-yl]amino]butan-1-ol,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,"49,50",10224714,CHEMBL518800,non-covalent
64,RBM39 Compound 9,heterodimerization-degrader,C17H16N4O2S,"RBM39 Compound 9 is an analog studied for its role in DCAF15-mediated degradation of RBM39. It likely shares structural features with indisulam, facilitating RBM39 recruitment to DCAF15. While detailed mechanistic data are limited, its inclusion suggests exploration of structure-activity relationships within the molecular-glue degrader series targeting RBM39 degradation.",340.0993968,4,3,24,2.6075,3,4,111.77,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=C(C=C3)CN)C#N,"InChI=1S/C17H16N4O2S/c1-11-2-7-15(17-16(11)13(9-19)10-20-17)21-24(22,23)14-5-3-12(8-18)4-6-14/h2-7,10,20-21H,8,18H2,1H3",YYJILEGPDDMZAV-UHFFFAOYSA-N,4-(aminomethyl)-N-(3-cyano-4-methyl-1H-indol-7-yl)benzenesulfonamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,47,126455840,,non-covalent
