compound_id,smiles,Score_3D
ZINC_V8_26245,C[NH+]1CCC(NC(=O)Nc2ccc(Cn3cccn3)cc2)CC1,0.44066545
ZINC_V8_47032,CN1CCO[C@H](CNc2cccc3c2CCCC3)C1,0.44066545
ZINC_V8_30256,O=C(CNS(=O)(=O)c1cccs1)NC[C@@H]1C[C@H](F)C[NH2+]1,0.4406654
ZINC_V8_1607,Cc1ccc(NC(=O)[C@@H](C)Sc2nnnn2C2CC2)c(F)c1,0.4406654
ZINC_V8_44096,O=C(NNC1=CCCC(O)=C1)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,0.4406654
ZINC_V8_30217,Cc1sc(NC(=O)C2CC2)c(C(=O)NCc2n[nH]c(=S)n2C(C)C)c1C,0.4406654
ZINC_V8_45719,COc1ccc(CCC(=O)NCc2ccccc2Cl)cc1OC,0.4406654
ZINC_V8_13149,CC1CCN(C(=O)c2ccc(NCc3ccco3)nc2)CC1,0.4406654
ZINC_V8_37149,C[C@@H]1CN(C(=O)Nc2ccc(COC(C)(C)C)cc2)CCO1,0.4406654
ZINC_V8_23899,CS(=O)(=O)c1ccccc1NC(=O)NCc1ccccc1OC1CCCC1,0.4406654
ZINC_V8_34771,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3F)C2=O)cc1,0.44066536
ZINC_V8_29158,COc1c(C)cc(S(=O)(=O)NCC[C@@H](O)c2cccs2)cc1C,0.44066536
ZINC_V8_28897,C[C@H](NC(=O)Cn1cnnn1)c1noc(Cc2ccccc2)n1,0.44066536
ZINC_V8_32733,CC(C)C(=O)N1CC[C@]2(CCCN(Cc3cccc(F)c3F)C2=O)C1,0.44066536
ZINC_V8_45085,COc1cc(OC)c([C@H]2SCC(O)=Nc3c2c(=O)[nH]n3C(C)C)cc1OC,0.44066536
ZINC_V8_15902,Cc1cc(NC(=O)Cc2csc(NC(=O)Nc3ccccc3)n2)ccc1Br,0.44066536
ZINC_V8_47233,CO[C@@H](c1ccccc1)c1nc(-c2c(C)ncc3c2CC[NH2+]C3)no1,0.44066536
ZINC_V8_29180,COc1cccc(C[NH+]2CCN(Cc3noc(C)n3)CC2)c1O,0.44066536
ZINC_V8_33123,C[C@@H](NC(=O)N(CCO)[C@@H]1CCCc2ccccc21)[C@@H]1CCCO1,0.44066536
ZINC_V8_102,O=[N+]([O-])c1c(Nc2ccc(F)c(F)c2)ncnc1Oc1cccc2cccnc12,0.44066536
ZINC_V8_33,CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1,0.44066536
ZINC_V8_31389,COC(=O)[C@@H]1C[C@@H](O)CN1c1nc(-c2ccccc2)nc2ccccc12,0.44066536
ZINC_V8_45881,CCN(Cc1noc(C2CC2)n1)C(=O)c1cc(C)ccc1F,0.44066536
ZINC_V8_4461,CC1CCN(C(=O)[C@@H](C)[C@H]2CC[C@@]3(C)CC[C@H](NC(=O)Cc4ccccc4)[C@@H](C)[C@@H]3[C@H]2O)CC1,0.44066536
ZINC_V8_4093,CCN(C(=O)NCC(=O)N1CCCC1)[C@@H](C)c1cccc(OC)c1,0.44066536
ZINC_V8_36561,Cc1cccc(-c2nnc(SCC(=O)Nc3ccc4c(c3)OCO4)n2N)c1,0.44066536
ZINC_V8_3535,Cc1ccc(NC(=O)CC[NH2+][C@H](C)CC2CC2)c(Cl)c1,0.44066536
ZINC_V8_35024,C[C@H](CO)NC(=O)C(=O)Nc1ccc(-c2cn3ccsc3n2)cc1,0.44066536
ZINC_V8_1601,COc1ccccc1NC(=O)C(=O)N[C@H](c1ccc(F)cc1)c1nccn1C,0.44066536
ZINC_V8_16010,Cc1cccc(NC(=O)N2CCO[C@H](C(N)=S)C2)c1,0.44066536
ZINC_V8_38690,COc1cccc([C@@H]2Nc3c(C(=O)N4CCCCCC4)cccc3[C@H]3C=CC[C@H]32)c1O,0.44066536
ZINC_V8_14662,CS(=O)(=O)c1cc(Cl)cnc1[C@H]1CCCN(C(=O)c2ccncc2)C1,0.44066536
ZINC_V8_33925,CS(=O)(=O)c1ccc(-c2nnn(CC(=O)NC3CCCC3)n2)cc1,0.44066536
ZINC_V8_49773,O=C(c1cc(Cn2ccc3ccccc32)[nH]n1)N1CCC[C@H]1CO,0.44066536
ZINC_V8_12056,Cc1cc(NC(=O)CCOC2CCOCC2)ccc1OC(C)C,0.44066536
ZINC_V8_29791,COc1ccc(C(=O)Nc2nnc(Cc3ccc(C)cc3)s2)nn1,0.44066536
ZINC_V8_41233,COc1cccc(NC(=O)c2ccnn2C)c1,0.44066536
ZINC_V8_7274,COC(=O)c1cc(CNC(=O)c2ccc(N3C(=O)CCC3=O)cc2)ccc1OC,0.44066536
ZINC_V8_39315,C[C@@](Cc1nc2ccccc2s1)(C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccccc1,0.44066536
ZINC_V8_21773,O=C(NC(=S)Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1ccc2c(c1)OCO2,0.44066536
ZINC_V8_30218,O=C(N[C@@H]1CC[NH2+]C[C@H]1O)c1ccc(Cn2ccc3ccccc32)o1,0.4406653
ZINC_V8_4508,CCCC(=O)N1CCN(c2ccc(Nc3ccc(C)cc3)nn2)CC1,0.4406653
ZINC_V8_10720,O=C(NC[C@H](c1ccccc1Cl)[NH+]1CCCC1)C1=NN(c2ccccc2)C(=O)CC1,0.4406653
ZINC_V8_25566,CC[NH+](CC)c1ccc(/C=C2\Oc3c(ccc4c3CN(C(C)C)CO4)C2=O)cc1,0.4406653
ZINC_V8_34030,COc1ccc(-c2nn3c(C(F)(F)F)nnc3s2)cc1N,0.44066527
ZINC_V8_44871,C[C@@H](Oc1cccc(Cl)c1)C(=O)NCC1(O)CCSCC1,0.44066527
ZINC_V8_22998,CCN(CC)C(=O)CCC(=O)Nc1ccc(-c2nnc3n2CCCC3)cc1,0.44066527
ZINC_V8_1605,CCCCn1ncc(NC(=O)N2CCC[C@@H](C)[C@H]2CO)c1C,0.44066527
ZINC_V8_33728,Cn1ccnc1-c1sc(NC(=O)c2ccccc2Br)nc1-c1ccccc1,0.44066527
ZINC_V8_19891,C=CCN(Cc1csc(COc2cccc(C)c2)n1)C(C)=O,0.44066527
ZINC_V8_7522,O=C(CC[NH+]1CCC(OC[C@@H]2CCCO2)CC1)Nc1ccccc1Cl,0.44066527
ZINC_V8_45068,CN(C)C(=O)c1cn(C)nc1CC1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,0.44066527
ZINC_V8_48027,C[C@H](C(=O)N1CCCC1)N1CCN(C(=O)Nc2ccc(F)c(C#N)c2)CC1,0.44066527
ZINC_V8_28285,CC(=O)c1ccc(NC(=O)N[C@H](C)[C@@H]2CCCO2)cc1C,0.44066527
ZINC_V8_47208,CS(=O)(=O)c1ccc2nc(NC(=O)c3csnn3)sc2c1,0.44066527
ZINC_V8_34029,Cc1csc(CNc2ccc3[nH]nc(C(N)=O)c3c2)n1,0.44066527
ZINC_V8_31783,CC1=C2C(=O)N=C(c3cccc(NC(=O)C[NH+]4CCC(C(=O)N(C)C)CC4)c3)N=C2S[C@H]1C,0.44066527
ZINC_V8_46544,C[C@H]1C[C@H](C)C[NH+](CCCCNC(=O)N2CCO[C@H](c3ccccc3)C2)C1,0.44066527
ZINC_V8_39031,COc1ccccc1NC(=O)C1CCN(C(=O)[C@@H]2CCO[C@H]2C)CC1,0.44066527
ZINC_V8_37861,COc1cccc(N(Cc2cc(C)ccc2C)C2=N[C@@H]3CS(=O)(=O)C[C@@H]3S2)c1,0.44066527
ZINC_V8_33943,O=C(Nc1cccc(Cn2cc(Br)cn2)c1)c1nc2ncccn2n1,0.44066527
ZINC_V8_41896,C[C@@H](NC(=O)CCCN1C(=O)CNC1=O)c1cc2ccccc2o1,0.44066527
ZINC_V8_26238,COC(=O)C[C@H]1CCCCN1C(=O)/C=C/c1cn(C)c2ccccc12,0.44066527
ZINC_V8_40508,CN1CCO[C@@H](CNC(=O)c2cccn2CC(=O)[O-])C1,0.44066527
ZINC_V8_19727,CCOCc1cccc(NC(=O)NCc2nc(C)sc2C)c1,0.44066527
ZINC_V8_15281,C[C@@H](CNC(=O)NCc1cc[nH]n1)c1nc(-c2ccccc2)no1,0.44066527
ZINC_V8_45391,CC[C@H](C)c1ccc(S(=O)(=O)N2CCN([C@H](C)C(=O)NC3CCCC3)CC2)cc1,0.44066522
ZINC_V8_15072,O=C1CCCN1CC1CCN(C(=O)c2ccc(N[C@H]3CCSC3)nc2)CC1,0.44066522
ZINC_V8_23977,CCCCC(=O)Nc1c2c(nn1-c1cccc(Cl)c1)C[S@@](=O)C2,0.44066522
ZINC_V8_11078,C[C@@H](Cn1cccn1)NC(=O)[C@H]1CC(=O)N(CC(F)(F)F)C1,0.44066522
ZINC_V8_15431,C[C@H](c1ccco1)N(C(=O)NCC1CCN(c2cc[nH+]cc2)CC1)C1CC1,0.44066522
ZINC_V8_32492,O=C(CNc1ccc(Br)cc1)Nc1cc(C2CC2)nn1-c1ccccc1,0.44066522
ZINC_V8_216,CCOC(=O)[C@H]1CCCN(C(=O)c2cc(C(C)C)n(C)n2)C1,0.44066522
ZINC_V8_37031,Cc1cc([C@H]2CCCCCN2C(=O)c2ccco2)no1,0.44066522
ZINC_V8_8863,CCn1nc(C)c(NC(=O)N(C2CC2)[C@@H]2CCCc3ccccc32)c1C,0.44066522
ZINC_V8_10216,Clc1cccc(C2(NCc3nc4c(s3)CCC4)CC2)c1,0.44066522
ZINC_V8_2232,CCOc1ccc(NC(=O)C(=O)NC2CC[NH+](Cc3ccccn3)CC2)c(C)c1,0.44066522
ZINC_V8_11240,CCOCCNC(=O)NCc1ccc(N2CCCCCC2)[nH+]c1,0.4406652
ZINC_V8_26674,O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)Nc1ccccc1,0.4406652
ZINC_V8_31879,CCC[NH+](C)C[C@@H]1CCN(c2cccc(C(=O)OC)n2)C1,0.4406652
ZINC_V8_37025,CC(C)c1ccsc1C(=O)NCC1CCN(c2cc[nH+]cc2)CC1,0.4406652
ZINC_V8_11044,O=C(NCc1ccc(-n2ccnc2)c(F)c1)[C@H](Sc1ccccc1)c1ccccc1,0.4406652
ZINC_V8_49571,CS(=O)(=O)c1ccc(CN2CCCC[C@H]2c2ccc(F)cc2)cc1,0.4406652
ZINC_V8_36084,CC(=O)c1ccc(NC(=O)[C@H]2CCCN(C(=O)c3ccc(F)cc3)C2)cc1,0.4406652
ZINC_V8_26910,CC[C@H](Nc1cccc(OC)c1)C(=O)NCc1cnc(C)cn1,0.4406652
ZINC_V8_37903,O=c1c2ccccc2nc(SCC[NH+]2CCOCC2)n1C1CCCCC1,0.4406652
ZINC_V8_29908,C[C@H]1CCCN(C(=O)Nc2cc(C(=O)N(C)C)ccc2F)[C@@H]1CO,0.4406652
ZINC_V8_6099,COc1ccc2c(c1)N(Cc1nc(C)c(C)s1)C(=O)C2=O,0.4406652
ZINC_V8_45268,CC(=O)c1cc(C[NH+]2CCC[C@@H](Nc3ccc4c(c3)OCO4)C2)cs1,0.4406652
ZINC_V8_4964,CCn1c([C@H]2CCCN(C(=O)c3cc(CC(C)C)nn3C)C2)nn(C)c1=O,0.4406652
ZINC_V8_46289,CC(C)(CCS(C)(=O)=O)CNC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1,0.4406652
ZINC_V8_43500,CCOc1ccccc1N1C[C@@H]([C@@H]2[NH+]=c3ccc(C)cc3=[NH+]2)CC1=O,0.4406652
ZINC_V8_46745,Cc1c(C(=O)Nc2ncc(Cl)cc2Cl)oc2c1C1(CCC2)SCCS1,0.4406652
ZINC_V8_40350,c1ccc2nc(NCC[NH2+]C3CCN(c4nccs4)CC3)ccc2c1,0.4406652
ZINC_V8_2664,O=C([O-])c1cc(-c2cccc(C(F)(F)F)c2)nc2c(F)cccc12,0.4406652
ZINC_V8_43594,C[C@@H](NC(=O)CCc1cccc([N+](=O)[O-])c1)[C@H]1CCCO1,0.4406652
ZINC_V8_10203,COc1ccc(Br)c(C(=O)Nc2ccc(CC(=O)NC3CC3)cc2)c1,0.4406652
ZINC_V8_45252,CN(C(=O)CSc1nnc(-c2ccco2)n1Cc1ccccc1)C1CC1,0.4406652
ZINC_V8_34209,CC(=O)N1CCc2c(sc(NC(=O)CCSc3ccc(F)cc3)c2C(N)=O)C1,0.4406652
ZINC_V8_24731,CN(Cc1ncnn1C)C(=O)NCc1ccc(N2CCSCC2)cc1,0.4406652
ZINC_V8_27764,CCn1cc[nH+]c1CN(C)C(=O)Nc1ccnn1[C@@H](C)c1ccccc1,0.4406652
ZINC_V8_16997,CC[C@@H](NC(=O)Nc1ccc(C)s1)c1cccc(S(N)(=O)=O)c1,0.4406652
ZINC_V8_25849,O=C(Cc1ccc([N+](=O)[O-])cc1)N1N=C2CCCC[C@@H]2[C@]1(O)C(F)(F)F,0.44066513
ZINC_V8_6613,Cn1c(C(=O)Nc2cnc(-c3ccccc3)s2)cccc1=O,0.44066513
ZINC_V8_33337,O[C@H](CN1CCN(CCOc2cccc(F)c2)CC1)c1ccccc1,0.44066513
ZINC_V8_41298,C[C@H](CNC(=O)C(=O)Nc1ccc(-n2cncn2)cc1)Oc1ccccc1,0.44066513
ZINC_V8_4592,COC1(C[NH2+][C@H]2CCCOc3cc4c(cc32)CCC4)CCOCC1,0.44066513
ZINC_V8_32488,C[C@@H]1CCN(C(=O)CCCOc2ccccc2Br)C[C@H]1O,0.44066513
ZINC_V8_37151,C[NH+]1CCCC[C@H]1CCNC(=O)c1ccc(NC2CCC(O)CC2)nc1,0.44066513
ZINC_V8_44361,C[C@@H]1C[C@@H](C)CN(C(=O)NCc2cccnc2Oc2cccc(F)c2)C1,0.44066513
ZINC_V8_28163,O=C(Cc1ccc([N+](=O)[O-])cc1)N1N=C2CCCC[C@H]2[C@@]1(O)C(F)(F)F,0.44066513
ZINC_V8_25751,C[NH+](C)[C@@H]1CC[C@@H](NC(=O)CNC(=O)Cc2cccc3ccccc23)C1,0.44066513
ZINC_V8_22765,COc1ccc(C(=O)N2C[C@H](C)NC(=O)c3ccc(F)cc32)cc1,0.44066507
ZINC_V8_32586,Cc1cc(=O)n(C)cc1NC(=O)[C@]1(C)CCCc2ccccc21,0.44066507
ZINC_V8_42151,COc1ccccc1C(=O)[C@H]1CCC[NH+](Cc2c[nH]nc2C2CCCCC2)C1,0.44066507
ZINC_V8_15904,COC(=O)c1cccc(CCNS(=O)(=O)c2ccc(C#N)cc2C)c1,0.44066507
ZINC_V8_26544,Cc1nc(NC(=O)c2ccccc2Cl)sc1Cc1ccccc1,0.44066507
ZINC_V8_35452,CC[NH2+][C@@H](Cc1cccc(OC)c1)[C@H]1CN(C)CCO1,0.44066507
ZINC_V8_30676,CCOC(=O)C1(C)CCN(C(=O)c2cnn(-c3ccccc3C)c2)CC1,0.44066507
ZINC_V8_11737,Cc1ccsc1[C@H]1C[C@@H]1C(=O)Nc1nc2c(cc1C#N)CCC2,0.44066507
ZINC_V8_18313,Cc1cc(=O)oc2cc(OCC(=O)NC[C@H](O)c3ccccc3)ccc12,0.44066507
ZINC_V8_13956,Cc1nc2ccccn2c1C(=O)N(CCc1cccs1)Cc1ccco1,0.44066507
ZINC_V8_19215,COc1cccc([C@@H](NC(=O)[C@H](C)c2cccs2)c2nccn2C)c1,0.44066507
ZINC_V8_24091,CCOc1cc2c(cc1NC(=O)c1ccc(COC)cc1)O[C@H](C)C2,0.44066507
ZINC_V8_48951,CC(=O)NC[C@H]1CCC[NH+]([C@@H](C)C(=O)Nc2ccc(Cl)cc2Cl)C1,0.44066507
ZINC_V8_47442,Cc1cc(C)cc(OCCNC(=O)CCN2C(=O)c3ccccc3C2=O)c1,0.44066507
ZINC_V8_21528,NC(=O)NC[C@@H]1CCCCN1C(=O)c1cc(Cl)ccc1O,0.44066507
ZINC_V8_32966,Cc1cccn2c(=O)cc(C[NH+](C(C)C)C3CCOCC3)nc12,0.44066507
ZINC_V8_990,NC(=O)COc1ccc(C(=O)N[C@H]2CCCc3ccccc32)cc1,0.44066507
ZINC_V8_6703,C[C@H](C(=O)Nc1cccc(OCc2cscn2)c1)c1cccs1,0.44066507
ZINC_V8_37267,CC(C)N1C[C@H](C(=O)Oc2cccc(NC(=O)c3ccccc3)c2)CC1=O,0.44066507
ZINC_V8_16213,Cc1nc(-c2cccnc2)ncc1S(=O)(=O)N1CCN(C(=O)c2ccncc2)CC1,0.44066507
ZINC_V8_11178,COc1ccc(Cl)cc1N1C[C@@H](C(=O)OC(C)C)CC1=O,0.44066507
ZINC_V8_31946,CCN(C(=O)Nc1ccc(C)c(S(=O)(=O)NC)c1)C1CCCC1,0.44066507
ZINC_V8_8714,Cc1ccccc1CCNC(=O)[C@@H](C)Sc1nnnn1C(C)(C)C,0.44066507
ZINC_V8_24736,CC[C@H]([NH3+])Cc1cc(Cl)ccc1OC[C@@H]1CN(C)CCO1,0.44066507
ZINC_V8_7694,COc1ccc(C(=O)NNC(=O)c2ccc(Cn3nnc(-c4ccccc4)n3)cc2)cc1,0.44066504
ZINC_V8_12018,CCc1noc(CC)c1CNC(=O)N[C@@H]1CCSc2ccc(F)cc21,0.44066504
ZINC_V8_35154,COc1ccc(C)c(NC(=O)N2CCC[C@H]2c2c(C)n[nH]c2C)c1,0.44066504
ZINC_V8_38295,CCc1ccccc1CNC(=O)N1CCC(c2nc3ccccc3o2)CC1,0.44066504
ZINC_V8_1673,Cc1nn(-c2ccccn2)c(C)c1N1CCN(C(=O)Cn2ccc3ccccc32)CC1,0.44066504
ZINC_V8_48203,O=C(Nc1ccc2c(c1)OCCO2)c1ccc(-n2nnnc2SCc2ccc(F)cc2)cc1,0.44066504
ZINC_V8_5045,Cc1csc([C@@H]2CCCN(Cc3cccnc3C)C2)n1,0.44066504
ZINC_V8_13461,C[C@H](SCc1csc(-c2ccccc2)n1)C(=O)N[C@@H]1CCS(=O)(=O)C1,0.44066504
ZINC_V8_27834,Cc1cccc([C@@H](CNCc2cccc([N+](=O)[O-])c2)N2CCOCC2)c1,0.44066504
ZINC_V8_22722,C[C@H](NC(=O)CN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)c1ccc(Cl)c(Cl)c1,0.44066504
ZINC_V8_21162,COC(=O)c1cccc(CCNC(=O)N[C@H]2CCCC[C@H]2C(F)(F)F)c1,0.44066504
ZINC_V8_13687,COC(=O)/C=C/c1ccc(NCC(=O)N2CCCCC2)c([N+](=O)[O-])c1,0.44066504
ZINC_V8_35148,NC(=O)c1c(NC(=O)COC(=O)/C=C/c2cccc(F)c2)sc2c1CCC2,0.44066504
ZINC_V8_43387,COC(=O)c1ccccc1NC(=O)O[C@@H]1CCN2Cc3ccccc3N=C12,0.44066504
ZINC_V8_45253,Cc1n[nH]c(=S)n1CCNC(=O)CCOc1ccccc1F,0.44066504
ZINC_V8_41808,COc1ccc(C(=O)C2CCN(C(=O)CCc3ccccc3Br)CC2)cc1,0.44066504
ZINC_V8_37405,NC(=O)[C@@H]1CCCN(C(=O)c2c[nH]nc2-c2ccccc2Cl)C1,0.44066498
ZINC_V8_39864,COc1cccc(OCCNC(=O)Nc2cccnc2-n2cccn2)c1,0.44066498
ZINC_V8_11443,Cc1ccc(N2C[C@H](C(=O)NCC[NH+]3CCC(c4cccs4)CC3)CC2=O)cc1,0.44066498
ZINC_V8_47679,C[C@H](C(=O)Nc1ccc(C#N)cc1)[NH+](C)CC(=O)Nc1cccc2ccccc12,0.44066498
ZINC_V8_17054,CC(=O)Nc1ccc(NCc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1,0.44066498
ZINC_V8_43928,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)/C=C/c1ccc2c(c1)OCO2,0.44066498
ZINC_V8_15943,C[NH+]1CCN(c2nc3c(c(Nc4ccc(Cl)cc4)n2)C(=O)CCC3)CC1,0.44066498
ZINC_V8_35295,COc1ccc(-c2ccnc3c(-c4ccc(Br)cc4)c(C)nn23)cc1OC,0.44066498
ZINC_V8_33531,Cc1noc(C)c1[C@@H](C)CNC(=O)Nc1ccnn1Cc1ccccn1,0.44066498
ZINC_V8_28409,Cn1ncc2c1N=C(O)C[C@H]2c1cc(Cl)ccc1F,0.44066498
ZINC_V8_1370,FC(F)n1ccnc1CSCc1nc(-c2cccc(Cl)c2)no1,0.44066498
ZINC_V8_866,COc1ccccc1NC[C@H]1CCCN(S(C)(=O)=O)C1,0.44066498
ZINC_V8_9033,CNc1cc(C(=O)N2C[C@H](C)[C@@H](C)C2)c2ccccc2n1,0.44066498
ZINC_V8_25832,Cc1ccc(C)c(N(C)C(=O)c2cnc(N3CCOCC3)c3ccccc23)c1,0.44066498
ZINC_V8_28724,O=C(Nc1cccc([N+](=O)[O-])c1)C1CCN(C(=O)c2cccc(F)c2)CC1,0.44066498
ZINC_V8_24090,CCOC(=O)c1c(C)oc2ncn(C[C@H](O)Cn3c4ccccc4c4ccccc43)c(=O)c12,0.44066498
ZINC_V8_39832,COc1ccc(OC)c(S(=O)(=O)N[C@@H](C)c2ccc(-n3cncn3)cc2)c1,0.44066498
ZINC_V8_12918,Cc1cc(N2CC[NH+](C)CC2)ccc1NC(=O)N[C@H](C)c1cn(C)nc1C,0.44066498
ZINC_V8_9730,COc1ccc([C@H](NC(=O)Nc2c(C)cccc2C(C)C)C2CCOCC2)cc1,0.44066498
ZINC_V8_47004,CC[C@@H](C)NC(=O)Cc1csc(-c2ccc(Cl)s2)n1,0.44066498
ZINC_V8_18440,CCN(CC)S(=O)(=O)c1cccc(C(=O)NC2(c3ccc(Br)cc3)CC2)c1,0.44066498
ZINC_V8_12137,O=C(N[C@H](c1cccc(C(F)(F)F)c1)C1CC1)N[C@H](CO)c1ccco1,0.44066495
ZINC_V8_3730,COc1cccc(CSCc2csc(-c3ccco3)n2)c1,0.44066495
ZINC_V8_16616,Cc1c(C(=O)NCCCN2CC[NH+](C)CC2)cnn1-c1ccncc1,0.44066495
ZINC_V8_29019,C#CCCOc1ccc(CN2CC[C@H](C[NH+]3CCCC3)C2)cc1,0.44066495
ZINC_V8_3067,C[C@H](c1ccco1)[NH+](C)CC(=O)Nc1ccc(N2CCCCCC2)cc1,0.44066495
ZINC_V8_46910,Cc1cccc(C(=O)N2CC[C@]3(CCCN(CC(C)(C)C)C3=O)C2)n1,0.44066495
ZINC_V8_15631,Cc1cc(C)nc(Nc2nc(C(=O)Nc3ccc(N(C)C)cc3)cs2)n1,0.44066495
ZINC_V8_45299,Cc1nnc(-c2ccc(S(=O)(=O)[N-]c3cccc(Cl)c3)s2)o1,0.44066495
ZINC_V8_28774,C[NH+]1CCCCC[C@@H]1C(=O)NCc1noc(Cc2ccccc2)n1,0.44066495
ZINC_V8_10901,COc1nn(C)cc1C(=O)N1CCN(CCn2cc[nH+]c2-c2ccccc2)CC1,0.44066495
ZINC_V8_6364,C/C(=N\NS(=O)(=O)c1ccc(Br)cc1)c1cccc(NC(=O)c2ccco2)c1,0.44066495
ZINC_V8_4839,Cc1c(C(=O)Nc2ccncc2)oc2c1/C(=N/NC(=O)c1ccc(O)cc1)CCC2,0.44066495
ZINC_V8_45964,COC(=O)[C@@H](C)NC(=O)c1ccc2oc(CCc3ccccc3)nc2c1,0.44066495
ZINC_V8_15065,COc1c(C)cc(C)cc1-c1c(C#N)c(N)nc2c1C[C@H]([NH3+])CC2,0.44066495
ZINC_V8_13997,O=C(NC[C@@H]1CCOC1)N[C@@H]1CCSc2ccc(Cl)cc21,0.44066495
ZINC_V8_9801,Cc1nc(C2CCN(C(=O)Nc3ccc(N(C)C)c(C)c3)CC2)n[nH]1,0.4406649
ZINC_V8_31148,CC(C)(C)c1ccc(S(=O)(=O)N2CCC[C@](C)(C(=O)NCc3ccccc3)C2)cc1,0.4406649
ZINC_V8_32410,CC(C)NC(=O)Nc1cccc(C(=O)N[C@H](C)c2ccc(Cl)s2)c1,0.4406649
ZINC_V8_33976,CC(=O)Nc1nc(COC(=O)c2cc(F)ccc2Br)cs1,0.4406649
ZINC_V8_29527,O=C(NCc1ccc2c(c1)OCCCO2)c1cc2c([nH]c1=O)CCCC2,0.4406649
ZINC_V8_25405,Cc1cc(NCc2cccc(OC(C)C)c2)n2ncnc2n1,0.4406649
ZINC_V8_1310,O=C(NC1CCCCC1)[C@H]1SC(=S)n2c1nc(=O)c1cc3c(cc12)OCO3,0.4406649
ZINC_V8_42935,N#Cc1nc(COc2cccc(Cl)c2)oc1N1CCCCCC1,0.4406649
ZINC_V8_8268,COc1cc(CN2CCOC3(CCCCCC3)C2)c([N+](=O)[O-])cc1O,0.4406649
ZINC_V8_3043,Cc1nn(C)cc1[C@H](C)NC(=O)Nc1ncn(Cc2ccc(C#N)cc2)n1,0.4406649
ZINC_V8_32318,COc1cc(C[NH+]2CC[C@@H]3[C@H](CCCN3C3CC3)C2)ccc1OC(C)C,0.4406649
ZINC_V8_46329,Cc1cccn2c(C[NH+]3CCCCC[C@@H]3C[C@H](O)c3ccco3)cnc12,0.4406649
ZINC_V8_1259,O=C(NCc1ccccc1-n1ccnc1)C(=O)Nc1ccc2[nH]ccc2c1,0.4406649
ZINC_V8_1527,CCn1cc([C@H]2OCC[C@H]2C[NH2+]Cc2ccc(C)s2)cn1,0.4406649
ZINC_V8_24477,O=C(CC[C@@H]1CCCO1)N1CCSc2ccc(Cl)cc21,0.4406649
ZINC_V8_13218,O=C(Cn1c(-c2ccccn2)nc2ccccc21)N/N=C/c1ccc(Cl)cc1,0.4406649
ZINC_V8_44205,Cc1nc([C@H](NC(=O)c2ccc(-c3ccco3)[nH]c2=O)c2ccccc2)n[nH]1,0.4406649
ZINC_V8_31678,CC(=O)c1ccc(NC(=O)[C@@H](C)Oc2ccc(Cl)c3ccccc23)cc1,0.4406649
ZINC_V8_33073,O=S(=O)([N-]c1cccc2c[nH]nc12)c1ccc(S(=O)(=O)N2CCCC2)cc1,0.4406649
ZINC_V8_20509,C[C@H](NC(=O)COn1nnc2ccc(Cl)cc21)c1ccco1,0.4406649
ZINC_V8_36115,CCCc1nnc(NC(=O)CSc2nnc(-c3ccco3)n2C)s1,0.4406649
ZINC_V8_31668,COc1ccc(C(=O)N[C@H](C(=O)Nc2cccc(C#N)c2)C(C)C)cc1,0.4406649
ZINC_V8_5503,CC1(C)C[C@H](NS(=O)(=O)c2ccccc2)[C@@]2(CCC(=O)N3CCCC3)CC[C@](C)(O)C[C@@H]12,0.4406649
ZINC_V8_47815,O=C(CCCc1c[nH]c2ccccc12)N1CCC[C@@H]1C1CCCC1,0.4406649
ZINC_V8_653,COc1ccccc1N1CC[NH+]([C@@H](C)C(=O)Nc2ccc(F)cc2)CC1,0.4406649
ZINC_V8_8899,C[C@@]1(c2ccccn2)NC(=O)N(Cc2cc(=O)n3ccsc3n2)C1=O,0.4406649
ZINC_V8_16220,O=C(C[C@H]1C(=O)OCC[NH+]1Cc1ccccc1)Nc1cccc(F)c1,0.4406649
ZINC_V8_34707,C[C@@H](Sc1nnc(-c2ccc3c(c2)OCO3)o1)C(=O)c1cccc(Cl)c1,0.4406649
ZINC_V8_11736,CC(C)N(C)c1ccc(NC(=O)Nc2cnn(CC(F)F)c2)cc1F,0.4406649
ZINC_V8_11885,O=C(CS[C@@H]1N[NH+]=C(N2CCOCC2)N1C[C@H]1CCCO1)C1=c2ccccc2=[NH+]C1,0.44066486
ZINC_V8_23837,COc1cc2c(cc1OC)CN(C(=O)CC1=c3ccccc3=[NH+]C1)CC2,0.44066486
ZINC_V8_37464,CCN(CC)C(=O)[C@@H]1c2ccccc2C(=O)N(c2ccc(OC)cc2)[C@H]1c1ccc(OC)cc1,0.44066486
